make,model,year,price,odometer
Suzuki,Vitara,2018,14900.0,121779
SEAT,Leon,2020,17490.0,79426
Renault,Megane,2013,4750.0,154659
Honda,Civic,2004,4100.0,260000
Chevrolet,Aveo,2012,7990.0,70000
Renault,Clio,2025,16500.0,1
Chevrolet,Camaro,2018,29990.0,68300
CUPRA,Formentor,2022,33680.0,23024
Maserati,Ghibli,2017,38900.0,90000
Suzuki,Swift,2016,9850.0,95383
Skoda,Superb,2019,20490.0,32808
Lexus,LS 460,2007,7750.0,349197
Chevrolet,Corvette,2024,122000.0,1
Volkswagen,T6 Multivan,2016,25900.0,163797
Ford,Grand Tourneo,2015,9950.0,199990
Lexus,UX 250h,2021,28490.0,35161
Dacia,Dokker,2019,16430.0,51278
Aston-Martin,DBX,2023,180888.0,9600
Tesla,Model 3,2019,21950.0,135284
Audi,Q3,2020,31900.0,102718
Skoda,Scala,2020,15900.0,56322
Dacia,Duster,2016,10450.0,62525
Mercedes-Benz,EQB 250,2023,32700.0,18630
Volvo,XC40,2024,33990.0,19973
Audi,TTS,2008,17500.0,123028
Ford,EcoSport,2020,15990.0,28752
Citroen,C4 Cactus,2015,6999.0,157974
Renault,Captur,2016,11990.0,49985
Opel,Astra,2022,14260.0,46355
Lexus,LBX,2024,33100.0,5
Skoda,Octavia,2015,11480.0,181500
Audi,A3,2007,4500.0,191768
Nissan,X-Trail,2020,19500.0,60000
Skoda,Kamiq,2021,19390.0,46653
Audi,A1,2014,8500.0,223000
Volkswagen,Golf Plus,2009,7300.0,53052
Peugeot,208,2024,16995.0,10716
Opel,Mokka,2023,17980.0,20887
Alfa-Romeo,MiTo,2009,5900.0,76201
Toyota,C-HR,2024,33800.0,1
Citroen,C5 Aircross,2020,19900.0,47900
Audi,A3,2022,23980.0,58248
Land-Rover,Range Rover Sport,2017,32065.0,135000
Nissan,Qashqai,2018,16500.0,48000
CUPRA,Formentor,2022,23830.0,22483
Opel,Crossland,2018,10490.0,90200
Volvo,XC90,2003,4990.0,310000
Jaguar,F-Pace,2021,34900.0,42904
CUPRA,Formentor,2023,35990.0,10
Dodge,Caliber,2008,16999.0,98000
Porsche,Panamera,2017,60500.0,51000
Fiat,Panda,1999,2500.0,71473
Toyota,Corolla,2023,21990.0,30589
Lexus,RX 450h,2023,64990.0,33150
Suzuki,Ignis,2021,15430.0,17494
SEAT,Arona,2023,18890.0,12700
Hyundai,KONA,2022,18890.0,28228
Toyota,Aygo,2005,2490.0,184181
Renault,Megane,2015,8499.0,54561
Dodge,RAM,1978,29900.0,100000
Audi,A5,2015,17999.0,84000
Chevrolet,Orlando,2013,9850.0,91500
Jaguar,I-Pace,2018,26950.0,67974
Fiat,500,2019,9750.0,71433
Tesla,Model Y,2022,33290.0,33120
Nissan,X-Trail,2022,34400.0,13000
Toyota,Yaris,2016,13049.0,63447
Ford,Kuga,2011,7300.0,177515
Jaguar,E-Type,1966,69900.0,61150
SEAT,Arona,2020,17290.0,71000
Kia,Stonic,2022,13900.0,76500
Jaguar,F-Type,2018,42900.0,39000
SEAT,Ateca,2020,19450.0,37185
Toyota,Aygo,2013,5499.0,122301
Audi,A5,2008,5799.0,220000
Suzuki,Swift,2008,2199.0,175251
Ford,Galaxy,2011,9998.0,158000
Renault,Scenic,2012,4950.0,176386
Ford,Ka/Ka+,2009,4750.0,76000
Audi,Q3,2012,11999.0,226226
Volkswagen,Touareg,2015,28880.0,80000
Opel,Corsa,2009,3440.0,196631
Lexus,UX 250h,2020,23890.0,49000
Nissan,Navara,2019,22998.0,172918
Volvo,XC40,2018,23890.0,91238
Opel,Corsa,2021,13923.0,26000
Maserati,Ghibli,2017,25990.0,190000
Mercedes-Benz,A 250,2022,24999.0,12997
Peugeot,3008,2022,22990.0,15000
Hyundai,IONIQ,2019,14690.0,55900
Hyundai,i30,2023,19990.0,31045
Cadillac,Escalade,2010,12990.0,378960
Volkswagen,Sharan,2012,9299.0,188863
Land-Rover,Range Rover Sport,2016,27000.0,102800
Citroen,C4 SpaceTourer,2019,14990.0,74819
Dodge,Challenger,2016,31900.0,94000
Tesla,Model 3,2020,29090.0,67000
SEAT,Arona,2023,19881.0,24966
Volkswagen,Polo,2021,13910.0,47173
SEAT,Mii,2012,4499.0,121553
Tesla,Model 3,2019,25950.0,49926
Lexus,RX 500h,2024,93553.0,12933
Volvo,XC90,2015,23900.0,248965
Dacia,Duster,2011,3900.0,290500
Cadillac,CTS,2006,7000.0,95000
CUPRA,Formentor,2022,24490.0,24199
Tesla,Model S,2015,21950.0,253909
Lamborghini,Urus,2022,279000.0,11318
Toyota,Yaris,2020,19749.0,14155
Land-Rover,Range Rover Evoque,2020,35549.0,23898
Dacia,Sandero,2024,16830.0,10
Mercedes-Benz,S 320,2008,9750.0,294403
Nissan,Townstar,2022,21990.0,20800
Peugeot,108,2018,11150.0,26200
Aston-Martin,Cygnet,2011,39900.0,47016
Peugeot,2008,2021,16950.0,38089
Skoda,Kodiaq,2020,25749.0,76450
Volkswagen,Golf,2013,8250.0,220000
Volkswagen,Golf,2011,9290.0,116877
Jaguar,F-Pace,2017,21900.0,109269
Fiat,500X,2018,15490.0,48317
Honda,Jazz,2016,13490.0,78947
Nissan,Juke,2025,20970.0,5
Audi,Q7,2015,29850.0,161000
Citroen,Grand C4 Picasso,2007,2950.0,186286
SEAT,Arona,2023,20400.0,6917
Kia,XCeed,2024,23900.0,13383
Tesla,Model 3,2019,27450.0,38245
Nissan,Qashqai,2023,25889.0,42115
Lamborghini,Urus,2020,189000.0,179000
Volkswagen,Passat Variant,2015,10999.0,107997
Dodge,Charger,2023,105990.0,500
Cadillac,CT5,2025,114000.0,1
Jaguar,XE,2018,16850.0,144818
Renault,Megane,2022,16400.0,51214
Land-Rover,Range Rover Sport,2020,43480.0,82282
Fiat,Panda,2008,6900.0,155559
Opel,Astra,2016,7890.0,109089
Cadillac,Allante,1992,9500.0,111000
Ford,Grand C-Max,2011,7990.0,74995
Bentley,Flying Spur,2007,36980.0,179208
Opel,Meriva,2008,5290.0,76000
Peugeot,3008,2018,15400.0,93049
Nissan,Qashqai,2018,15400.0,112002
Suzuki,Vitara,2024,23490.0,12835
Mercedes-Benz,GL 450,2011,17980.0,172880
Kia,Sportage,2019,16500.0,77713
Hyundai,i20,2022,13429.0,46585
Suzuki,Jimny,2016,20200.0,29300
Audi,A3,2016,14845.0,133662
Alfa-Romeo,Stelvio,2018,24500.0,62170
Suzuki,Baleno,2016,11950.0,92635
Audi,A3,2024,32900.0,21900
Lexus,UX 250h,2023,34990.0,14380
Dacia,Duster,2021,14900.0,85542
Kia,Stinger,2019,34990.0,43827
Corvette,Z06,2012,79000.0,20500
CUPRA,Formentor,2024,38400.0,1
Dacia,Sandero,2024,19290.0,5000
CUPRA,Formentor,2022,27450.0,31272
Mercedes-Benz,C 180,2017,18999.0,65000
BMW,320,2015,15000.0,139355
Renault,Captur,2021,16900.0,69000
Lexus,UX 250h,2019,24475.0,38669
Mercedes-Benz,E 63 AMG,2018,67900.0,44380
Skoda,Kamiq,2024,20700.0,17470
Chevrolet,Spark,2010,3499.0,96000
Alfa-Romeo,MiTo,2011,3999.0,220500
Jaguar,S-Type,2006,8900.0,89800
Volvo,S60,2019,27950.0,112670
Corvette,Z06,2007,61990.0,17500
Dodge,RAM,2022,66990.0,38234
Audi,A3,2020,21000.0,42969
Dacia,Duster,2024,24990.0,1
Ford,Kuga,2017,8450.0,174000
SEAT,Arona,2021,21300.0,32632
Honda,Jazz,2016,13970.0,34900
CUPRA,Formentor,2021,22950.0,121800
Hyundai,KONA,2024,27910.0,12789
Nissan,Juke,2022,14950.0,57750
Toyota,Yaris,2018,10990.0,73181
Land-Rover,Discovery Sport,2022,34950.0,39956
Jeep,Compass,2022,34490.0,23408
Bentley,Arnage,2000,38000.0,49000
Lamborghini,Urus,2018,189900.0,71000
Ford,Tourneo Connect,2019,19580.0,61743
Fiat,Tipo,2023,12900.0,44809
Opel,Corsa,2021,11880.0,108154
Corvette,C4,1991,29990.0,63029
BMW,X5,2015,19899.0,263762
Opel,Mokka,2023,17795.0,13684
Nissan,Juke,2019,13490.0,89200
Lexus,NX 300h,2019,27500.0,44900
Kia,Sportage,2012,9100.0,108571
Tesla,Model S,2023,74995.0,77726
Ford,EcoSport,2021,16890.0,10545
Citroen,Berlingo,2019,10100.0,115000
CUPRA,Formentor,2022,28880.0,19439
Kia,Stonic,2022,14590.0,33666
Mercedes-Benz,A 180,2020,16990.0,119907
Lexus,RX 450h,2015,18926.0,122594
BMW,330,2019,32900.0,74908
Cadillac,CTS,2011,7795.0,214000
Aston-Martin,DBS,2019,239900.0,35663
Land-Rover,Defender,2023,91990.0,2700
CUPRA,Formentor,2022,26450.0,12117
Toyota,Aygo,2021,10490.0,49000
Renault,Megane,2020,12900.0,93000
Ford,Focus,2025,25910.0,5
Honda,CR-V,2023,46990.0,16100
Citroen,C5,2017,11000.0,138000
Chevrolet,Aveo,2006,3650.0,105500
Opel,Astra,2020,12900.0,71055
Opel,Crossland X,2020,13690.0,53000
Volkswagen,Golf,2015,14900.0,18884
Renault,Clio,2023,17745.0,16212
Jaguar,XE,2017,18990.0,39418
Suzuki,Swift,2018,12290.0,98970
Audi,A1,2014,12980.0,82224
Peugeot,e-208,2021,13884.0,13181
Cadillac,Escalade,2018,53950.0,79678
Tesla,Model 3,2019,19900.0,115722
Peugeot,Partner,2011,7900.0,177235
SEAT,Tarraco,2020,27995.0,80000
Toyota,RAV 4,2022,35990.0,52000
Jaguar,E-Pace,2019,26970.0,58800
Hyundai,NEXO,2019,16190.0,47952
Lexus,UX 250h,2020,25900.0,28637
Renault,Captur,2025,29500.0,16
Renault,Clio,2017,4900.0,218111
Dacia,Jogger,2024,22740.0,9000
Chevrolet,Corvette,1990,13750.0,170993
Audi,A4,2013,7990.0,191870
Alfa-Romeo,Tonale,2024,30990.0,23241
Volkswagen,Golf,2024,24900.0,27626
Suzuki,Liana,2005,1250.0,135867
Ford,Kuga,2021,16900.0,94074
Kia,XCeed,2020,19990.0,40681
Fiat,Doblo,2018,10890.0,91250
Alfa-Romeo,Stelvio,2017,21890.0,81806
Hyundai,KONA,2023,19790.0,53802
Ford,Fiesta,2012,4995.0,99725
BMW,X1,2021,25880.0,55772
Chevrolet,Spark,2010,2940.0,121146
Dodge,RAM,2010,13350.0,193241
Dacia,Duster,2025,27800.0,8
CUPRA,Formentor,2022,23490.0,45000
Honda,Accord,2013,13985.0,79200
Citroen,C5 Aircross,2020,17990.0,38100
Hyundai,i40,2017,10990.0,107000
Tesla,Model 3,2020,24600.0,46000
Suzuki,Grand Vitara,2013,21950.0,65258
Volvo,XC40,2021,26990.0,42502
Skoda,Fabia,2019,9497.0,75870
Citroen,C3,2021,9990.0,40745
Dodge,Charger,2022,37900.0,36500
Jeep,Renegade,2019,12900.0,121576
Suzuki,SX4 S-Cross,2023,21500.0,37160
Citroen,C3,2018,9990.0,62000
Ford,Fiesta,2023,26820.0,18006
BMW,320,2016,19400.0,113000
Hyundai,i40,2013,8499.0,107000
Toyota,C-HR,2021,20900.0,41011
Dodge,RAM,2024,93164.0,97
Lexus,CT 200h,2014,13950.0,149986
Jeep,Compass,2020,19800.0,61097
Opel,Corsa,2004,2990.0,68046
Toyota,Prius,2020,16200.0,140000
Honda,CR-V,2023,46990.0,10000
Opel,Grandland X,2021,16790.0,65350
Tesla,Model Y,2023,41500.0,30500
Skoda,Scala,2019,14995.0,98713
Toyota,Verso,2010,3450.0,258694
Opel,Astra,2011,6900.0,111067
Dacia,Spring,2021,9992.0,10320
Alfa-Romeo,Giulia,2023,39200.0,7928
Volkswagen,T-Cross,2020,16950.0,29365
CUPRA,Formentor,2024,23409.0,24408
SEAT,Ibiza,2014,7980.0,136340
Lexus,IS 300,2016,22990.0,97398
Corvette,Z06,2018,159777.0,7703
SEAT,Ateca,2023,20950.0,8300
Citroen,DS3,2012,3990.0,250110
Peugeot,107,2006,1650.0,171129
Kia,Ceed / cee'd,2023,22165.0,19700
Jeep,Cherokee,2013,6499.0,225000
Honda,HR-V,2017,12995.0,90369
Mercedes-Benz,GLC 300,2021,35930.0,61504
Suzuki,S-Cross,2022,19800.0,29808
Mercedes-Benz,GLK 350,2010,12990.0,173000
Kia,Carens,2007,3950.0,110850
Jeep,Renegade,2019,15990.0,62993
Mercedes-Benz,A 250,2021,27300.0,43800
Peugeot,3008,2019,16900.0,73000
Cadillac,Escalade,2017,56990.0,91615
Volkswagen,Golf,2006,3999.0,182000
Opel,Mokka-E,2021,16500.0,23478
Toyota,Yaris,2012,7445.0,224131
Land-Rover,Defender,2021,52800.0,74423
Tesla,Model 3,2021,27775.0,78441
Lexus,LBX,2025,33200.0,10
Suzuki,Jimny,2012,11900.0,71691
CUPRA,Born,2022,28490.0,31704
Honda,CR-V,2017,17400.0,116603
BMW,330,2021,34800.0,61000
Suzuki,Wagon R+,2002,1199.0,170539
Cadillac,CT4,2025,139000.0,1
Cadillac,Escalade,2014,49950.0,96724
Cadillac,Escalade,2025,159000.0,1
Honda,CR-V,2010,9945.0,220149
Dodge,RAM,2024,117243.0,95
Opel,Vivaro,2018,16995.0,164000
Chevrolet,Caprice,1974,19900.0,103300
Ford,EcoSport,2023,21990.0,50
SEAT,Arona,2020,12900.0,30994
Nissan,Juke,2020,15900.0,61890
Kia,Sorento,2018,23900.0,68237
Volkswagen,Arteon,2021,39870.0,48327
Chevrolet,Silverado,2025,96500.0,1
CUPRA,Formentor,2025,42930.0,1034
SEAT,Ateca,2022,28490.0,4650
Corvette,C8,2022,86990.0,33846
Dacia,Sandero,2023,15900.0,7291
Mercedes-Benz,GLA 220,2018,22950.0,98446
Cadillac,XT4,2021,38500.0,50794
Jaguar,XKR,2008,34900.0,141568
Suzuki,Jimny,2008,18950.0,81241
Mercedes-Benz,GLA 200,2024,42790.0,90
Opel,Mokka,2013,6000.0,158133
Cadillac,Escalade,2023,174950.0,25000
Tesla,Model 3,2022,28955.0,19343
Cadillac,CT6,2016,38900.0,54000
Rolls-Royce,Silver Spirit,1986,10750.0,191512
Peugeot,Traveller,2017,14990.0,154000
Cadillac,Deville,1972,15000.0,100000
Bentley,Continental,2023,268000.0,8300
Land-Rover,Range Rover Sport,2023,97900.0,29984
Renault,Captur,2021,15300.0,28716
Tesla,Model S,2019,39900.0,135000
Jeep,Avenger,2025,27450.0,10
Lexus,IS 300,2015,20990.0,83750
Renault,Clio,2024,19900.0,10
Nissan,Qashqai,2024,22700.0,14000
Porsche,911,2023,249800.0,800
Porsche,Cayenne,2016,34900.0,125000
Audi,A3,2022,22975.0,21769
Citroen,DS3,2013,3900.0,200800
Alfa-Romeo,147,2007,2500.0,247000
Volvo,EX30,2023,38900.0,18648
Opel,Corsa,2024,17890.0,13291
Ford,Mondeo,2017,7950.0,152523
Land-Rover,Range Rover Evoque,2021,35450.0,22864
Jaguar,XE,2017,16000.0,111000
BMW,118,2007,6999.0,138778
Skoda,Fabia,2008,2150.0,74000
Jeep,Compass,2022,24950.0,22
Toyota,Yaris,2018,10900.0,105000
Volkswagen,Golf,2007,5385.0,156987
Hyundai,TUCSON,2023,26890.0,1500
Ferrari,F430,2008,229999.0,54200
Renault,Clio,2008,17600.0,37000
Honda,CR-V,2013,15800.0,92936
Audi,A3,2020,20420.0,63539
Fiat,600,2024,26490.0,10
Volvo,S90,2018,24999.0,116000
Peugeot,308,2019,11500.0,91352
Aston-Martin,DB11,2024,164007.0,5902
Porsche,Boxster,2015,48990.0,58205
Volkswagen,up!,2021,11690.0,26400
Volkswagen,Polo,2018,10500.0,148540
Tesla,Model Y,2023,41999.0,38980
Hyundai,i20,2019,11595.0,41900
Tesla,Model S,2014,18950.0,144000
Citroen,C4,2010,4500.0,175000
Porsche,997,2007,49950.0,160170
Tesla,Model 3,2019,22950.0,89000
Volkswagen,Tiguan,2015,12885.0,129593
Citroen,C1,2010,3450.0,119004
Porsche,991,2016,105900.0,38000
Lexus,UX 250h,2020,20900.0,50000
CUPRA,Formentor,2022,28440.0,21990
Jaguar,E-Pace,2021,37710.0,31092
Mercedes-Benz,CLA 180,2017,18490.0,88000
Volvo,XC40,2023,32900.0,14683
Skoda,Kamiq,2023,18481.0,22018
Land-Rover,Range Rover Sport,2024,115990.0,19745
Dodge,RAM,2018,37870.0,102700
CUPRA,Leon,2023,22990.0,13000
Mercedes-Benz,GLA 45 AMG,2015,27950.0,52437
Citroen,C3,2004,1990.0,293000
BMW,X3,2007,6990.0,169228
Renault,Kangoo,2004,7990.0,149998
Kia,Ceed / cee'd,2022,17990.0,110
Audi,A4,2017,13900.0,193000
Chevrolet,Blazer,1978,13480.0,280000
Volkswagen,Golf,2006,5500.0,191000
Volkswagen,Tiguan,2013,6900.0,199890
Peugeot,5008,2017,17920.0,90865
Audi,A4,2022,33990.0,43108
Honda,Insight,2014,10950.0,106852
Mercedes-Benz,C 220,2014,12950.0,255972
BMW,320,2017,11500.0,165000
Peugeot,2008,2018,8900.0,99000
BMW,118,2017,14118.0,154203
Volkswagen,Golf,2016,11900.0,197349
Opel,Corsa,2016,10299.0,54000
Dacia,Duster,2020,13495.0,39718
Cadillac,Escalade,2004,10200.0,167119
Dacia,Sandero,2024,17250.0,500
Skoda,Karoq,2022,26950.0,35181
Alfa-Romeo,Giulia,2019,64900.0,67397
BMW,320,2020,15950.0,217000
Dacia,Duster,2023,18490.0,17304
Dodge,RAM,2021,44900.0,29484
Lexus,UX 250h,2020,19950.0,74354
Volvo,C30,2007,3449.0,195611
BMW,118,2012,7777.0,246977
Lexus,NX 300h,2020,29280.0,52500
Peugeot,3008,2017,14870.0,54128
Toyota,Avensis,2004,5900.0,120000
Citroen,C1,2007,2145.0,214999
Kia,Rio,2022,12770.0,74800
Audi,Q3,2016,18800.0,68122
Kia,XCeed,2022,17200.0,65000
Jaguar,XF,2019,24500.0,69520
Chevrolet,Volt,2013,9950.0,132031
Land-Rover,Discovery Sport,2019,19770.0,61943
Opel,Crossland,2022,12650.0,54000
Alfa-Romeo,Giulia,2022,29745.0,148314
Tesla,Model X,2019,36300.0,119734
Toyota,RAV 4,2012,14425.0,142461
Peugeot,208,2020,15900.0,41000
Lexus,RX 450h,2019,38990.0,66000
BMW,118,2018,14500.0,118000
Land-Rover,Defender,2022,53990.0,129000
Land-Rover,Range Rover Sport,2020,34700.0,175000
Lexus,NX 300,2020,27900.0,79700
Land-Rover,Range Rover Evoque,2017,20990.0,69518
Mercedes-Benz,Sprinter,2017,24980.0,180000
BMW,330,2019,32900.0,74908
Hyundai,i10,2010,2750.0,193159
BMW,218,2019,13900.0,167837
Citroen,C3,2020,7640.0,119105
Ford,Mondeo,2023,27995.0,13161
Toyota,C-HR,2024,32400.0,6000
Peugeot,3008,2019,18900.0,57296
Renault,Captur,2021,17990.0,46250
BMW,116,2014,8990.0,109000
Nissan,Qashqai,2024,22800.0,20400
Skoda,Superb,2007,6745.0,146706
Fiat,Ducato,2021,19970.0,141720
Dacia,Duster,2025,22835.0,0
Alfa-Romeo,Junior,2024,37990.0,15
Land-Rover,Range Rover Sport,2016,38990.0,152500
CUPRA,Ateca,2019,27549.0,100762
Lexus,RX 500h,2023,73450.0,21800
Peugeot,2008,2016,10499.0,71150
SEAT,Leon,2019,12950.0,93237
Skoda,Fabia,2020,12781.0,19487
Volvo,EX30,2024,35550.0,1000
Opel,Crossland X,2018,10990.0,78435
Alfa-Romeo,Giulietta,2012,11495.0,105691
Chevrolet,Malibu,2013,2999.0,240000
CUPRA,Formentor,2022,24900.0,60000
Volvo,XC40,2022,24980.0,93272
Bentley,Continental,2007,57500.0,80000
Jaguar,F-Pace,2024,64890.0,7500
Aston-Martin,Vanquish,2018,189888.0,45000
BMW,316,2022,24990.0,74500
Audi,A3,2022,29390.0,39000
Peugeot,308,2022,24900.0,4228
Toyota,Yaris,2009,3900.0,130472
Peugeot,3008,2023,21000.0,36000
Tesla,Model S,2019,34940.0,164534
Fiat,Tipo,2018,11500.0,33000
CUPRA,Formentor,2022,23890.0,20000
Citroen,C4,2023,16500.0,40000
Renault,Clio,2024,16390.0,22322
Suzuki,Alto,2013,6450.0,44913
Audi,A3,2014,15849.0,186607
Bentley,Bentayga,2022,219900.0,49500
CUPRA,Formentor,2020,31900.0,46542
Hyundai,VELOSTER,2013,9900.0,167216
Opel,Antara,2015,9945.0,74111
Opel,Grandland X,2021,19250.0,25250
Skoda,Kamiq,2022,19337.0,57
Maserati,Levante,2020,39900.0,148342
Jaguar,F-Pace,2018,19500.0,106049
Audi,RS Q3,2022,57990.0,59910
Chevrolet,Spark,2010,1699.0,149000
Hyundai,i30,2022,13280.0,86009
Dodge,Challenger,2023,88000.0,1
Ford,Mondeo,2017,19690.0,56969
Land-Rover,Discovery,2018,27000.0,81000
Honda,Civic,2019,35900.0,55191
Mercedes-Benz,R 300,2009,4750.0,273982
Lamborghini,Urus,2020,265000.0,43650
Jaguar,XE,2019,26950.0,73995
Tesla,Model 3,2020,27900.0,99000
Lexus,RX 450h,2016,35900.0,73285
Volkswagen,Golf,2016,16499.0,99989
Citroen,C1,2013,4900.0,82600
Audi,A3,2023,23888.0,11050
Peugeot,308,2009,3499.0,168109
Jeep,Wrangler,2016,35880.0,70000
SEAT,Ibiza,2016,6499.0,248648
Volkswagen,Polo,2016,9950.0,93123
Peugeot,208,2024,16995.0,10826
Dacia,Duster,2015,7480.0,162200
Lamborghini,Urus,2021,259999.0,28774
Renault,Trafic,2018,14992.0,143700
Fiat,Tipo,2024,18790.0,10
Cadillac,XT6,2023,57890.0,12808
BMW,116,2017,11900.0,170000
Dacia,Duster,2021,15900.0,41911
Toyota,C-HR,2018,17990.0,73780
Suzuki,Vitara,2022,22800.0,46700
Mercedes-Benz,C 200,2013,13900.0,130013
SEAT,Ibiza,2021,14480.0,29750
Suzuki,Vitara,2015,13600.0,135000
Dodge,Caliber,2010,8999.0,197000
Honda,CR-V,2012,8990.0,178500
Dodge,Challenger,2017,33300.0,100000
Mercedes-Benz,GLC 250,2017,22950.0,220053
Audi,A1,2016,11849.0,90824
BMW,X1,2021,23750.0,101316
Cadillac,ATS,2017,34000.0,61000
Renault,Espace,2024,32900.0,0
BMW,116,2021,15750.0,128712
Bentley,Bentayga,2017,92900.0,86000
Bentley,Mulsanne,2018,199000.0,90000
Aston-Martin,DB12,2023,332680.0,2952
CUPRA,Formentor,2022,26900.0,16604
Jeep,Compass,2024,32490.0,100
Rolls-Royce,Cullinan,2022,455600.0,15000
SEAT,Tarraco,2020,20950.0,97126
Lexus,UX 250h,2019,23900.0,91515
Lexus,NX 300,2019,22700.0,118000
Opel,Mokka X,2019,10900.0,100758
Renault,Clio,2015,7900.0,96082
Opel,Astra,2023,25950.0,16900
Ford,Mustang Mach-E,2025,35990.0,28000
Audi,A6,2016,32990.0,95931
Skoda,Octavia,2013,3950.0,280000
Maserati,Levante,2019,47950.0,56000
Renault,Captur,2013,8990.0,142000
Kia,Sportage,2014,9950.0,93000
Suzuki,Swift,2013,3499.0,199987
Lexus,IS 300,2019,18290.0,155829
Hyundai,TUCSON,2021,25990.0,66600
Skoda,Kamiq,2022,17990.0,33001
Renault,Megane,2012,5950.0,95000
Skoda,Kamiq,2020,17550.0,34100
Ford,Tourneo Courier,2014,9750.0,106186
Fiat,500,2020,11389.0,15658
Volkswagen,T-Cross,2020,16990.0,10897
SEAT,Mii,2020,13900.0,15156
Mercedes-Benz,A 180,2018,13900.0,148639
Audi,A3,2024,29990.0,2000
Volvo,XC90,2009,12445.0,244601
Jaguar,E-Pace,2019,26990.0,62493
Ferrari,Roma,2021,219900.0,23900
Nissan,X-Trail,2018,20990.0,89112
SEAT,Ateca,2024,27838.0,26267
Chevrolet,Camaro,2017,39987.0,42085
Skoda,Fabia,2016,9499.0,82000
Lexus,LC 500,2023,95900.0,2500
Hyundai,H-1,2012,4499.0,124196
Chevrolet,Orlando,2012,7247.0,157800
SEAT,Arona,2020,12890.0,73000
CUPRA,Formentor,2023,29900.0,18963
Peugeot,3008,2023,24990.0,14588
Peugeot,508,2019,22895.0,88500
Land-Rover,Discovery Sport,2019,22990.0,97000
Land-Rover,Range Rover Sport,2008,7990.0,260000
Land-Rover,Range Rover Evoque,2017,20700.0,60000
Mercedes-Benz,C 200,2006,1950.0,299990
Nissan,X-Trail,2016,9900.0,178681
Maserati,Levante,2021,45990.0,50000
Nissan,Qashqai,2022,20390.0,21400
Jaguar,E-Pace,2020,23990.0,74852
Corvette,C6 Convertible,2006,31940.0,93170
BMW,320,2022,25880.0,56900
Renault,Clio,2021,11900.0,49354
Ford,Mustang Mach-E,2025,35990.0,28000
Jeep,Compass,2018,15990.0,91000
Ford,Edge,2016,19490.0,173091
Alfa-Romeo,Stelvio,2019,19100.0,153600
Audi,A4,2020,17900.0,229000
Porsche,911,2024,154992.0,2922
Dodge,Durango,2022,115000.0,50000
Alfa-Romeo,Giulia,2019,23990.0,64683
Corvette,Z06,2015,89990.0,35500
Ford,Tourneo Courier,2024,21470.0,10
Tesla,Model 3,2021,26950.0,37500
Alfa-Romeo,Tonale,2023,24449.0,41525
Dodge,RAM,2021,49000.0,88567
Ford,Focus,2004,2700.0,137990
Dacia,Jogger,2024,19990.0,1340
Jaguar,F-Pace,2022,64900.0,11240
Opel,Crossland X,2020,13993.0,84442
Toyota,RAV 4,2012,9990.0,111000
Audi,A1,2015,11500.0,97320
Ford,S-Max,2020,19450.0,93090
BMW,X2,2020,25490.0,49877
Fiat,500,2021,13990.0,39700
CUPRA,Ateca,2020,30470.0,34100
Peugeot,308,2020,23888.0,39720
Alfa-Romeo,MiTo,2017,11999.0,45160
Volkswagen,T-Roc,2024,19950.0,34088
Audi,A3,1999,1390.0,311000
Opel,Corsa,2020,10500.0,60700
Renault,Captur,2021,15950.0,22072
Suzuki,SX4 S-Cross,2024,22470.0,9600
Mercedes-Benz,E 250,2015,16999.0,192996
Audi,Q4 e-tron,2022,28640.0,21224
Jaguar,F-Type,2018,40800.0,59600
CUPRA,Leon,2023,24250.0,23493
Dodge,RAM,2019,43600.0,53316
SEAT,Leon,2013,7999.0,182331
Jaguar,I-Pace,2018,25999.0,49865
Cadillac,Fleetwood,1990,17800.0,51000
Land-Rover,Range Rover Sport,2017,32450.0,89900
Lexus,NX 350h,2024,45690.0,9
Citroen,C5 Aircross,2023,25950.0,10
Corvette,C4,1989,11900.0,73000
BMW,X3,2013,10950.0,215114
Peugeot,3008,2018,14990.0,130000
Ferrari,812,2024,448990.0,2990
Cadillac,XT4,2023,33800.0,25000
SEAT,Ateca,2020,24450.0,68209
Chevrolet,Corvette,1963,62900.0,21600
Volvo,XC90,2013,20760.0,128350
Jaguar,E-Pace,2021,32900.0,61160
Toyota,Yaris Cross,2022,19950.0,56039
Dacia,Sandero,2024,16990.0,5000
Citroen,C5 Aircross,2023,26890.0,6087
Honda,CR-V,2020,22838.0,56893
Honda,Civic,2018,38980.0,29613
Alfa-Romeo,Stelvio,2024,50490.0,0
Mercedes-Benz,GLC 220,2022,30950.0,164214
BMW,X1,2012,10950.0,183565
Hyundai,i20,2015,7990.0,75400
Audi,TT,2017,24990.0,36000
BMW,118,2010,4999.0,284548
Ford,Kuga,2016,11900.0,140600
Ford,EcoSport,2022,16770.0,61000
Nissan,Qashqai,2014,9900.0,170000
Renault,Scenic,2019,13991.0,110589
Dodge,Nitro,2008,10890.0,185926
Volkswagen,Golf GTI,2017,22490.0,63000
Dacia,Sandero,2023,13400.0,4117
Alfa-Romeo,Tonale,2024,30990.0,29396
Tesla,Model Y,2022,37950.0,16867
Jeep,Avenger,2024,20990.0,6200
Volkswagen,Golf,2007,2990.0,224000
Audi,Q3,2022,25900.0,120466
Ford,Fiesta,2021,12490.0,27616
Renault,Scenic,2010,6900.0,96000
Tesla,Model X,2020,79000.0,88000
